Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Igartua, I.","25030308800","Morphological effects of feminine animacy in 16th century sorbian",2009,"Zeitschrift fur Slavische Philologie",66,"1",,61,74,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950831749&partnerID=40&md5=7ba200fb5ff6c02d7a3cc95de44ae62e",Article,Final,,Scopus,2-s2.0-77950831749
"Liu, Y.-T.","55898023700","Attainability of a native-like lexical processing system in adult second language acquisition: A study of advanced L2 Chinese learners",2009,"Language and Linguistics",10,"3",,489,520,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950770866&partnerID=40&md5=52be5051a8a52ebba5304b87e16f88eb",Article,Final,,Scopus,2-s2.0-77950770866
"Penny, R.","26632330600","Vowel harmony and metaphony in Iberia: A revised analysis",2009,"Estudos de Linguistica Galega",1,"",,113,124,,8,10.3309/1989-578X-09-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950768369&partnerID=40&md5=6eafd9bb9c7a89f67e6dd533eedc061b",Article,Final,,Scopus,2-s2.0-77950768369
"Sgall, P.","6603310386","Where to look for the fundamentals of language",2009,"Linguistica Pragensia",19,"1",,1,35,,,10.2478/v10017-007-0017-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950766328&partnerID=40&md5=f949272192f3f04726d74a07a21c62ee",Article,Final,,Scopus,2-s2.0-77950766328
"Lozano, D., Matamala, A.","36675129000; 25921557700","The translation of medical terminology in TV fiction series: The Spanish dubbing of E.R.",2009,"Vigo International Journal of Applied Linguistics",6,"1",,73,87,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950763489&partnerID=40&md5=0a5221a0bedb15eab2068ecea3657e06",Review,Final,,Scopus,2-s2.0-77950763489
"Bucaria, C.","6506125716","Translation and censorship on Italian TV: An inevitable love affair?",2009,"Vigo International Journal of Applied Linguistics",6,"1",,13,32,,13,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950757914&partnerID=40&md5=3bccb33963417cbaa2d8f88cd48378a0",Review,Final,,Scopus,2-s2.0-77950757914
"Enfield, N.J., Diffloth, G.","9276923000; 56034025000","Phonology and sketch grammar of Kri, a vietic language of laos",2009,"Cahiers de Linguistique d'Asie Orientale",38,"1",,3,69,,12,10.1163/1960602809X00063,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950756502&partnerID=40&md5=78f512cf16899f54418b6624d02c048e",Article,Final,,Scopus,2-s2.0-77950756502
"Croft, W.","18233267500","Connecting frames and constructions: A case study of eat and feed",2009,"Constructions and Frames",1,"1",,7,28,,14,10.1075/cf.1.1.02cro,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950755369&partnerID=40&md5=426a2de1748b1bfa1dcacbff6d1a1c60",Article,Final,,Scopus,2-s2.0-77950755369
"Pavesi, M.","57198281308","Pronouns in film dubbing and the dynamics of audiovisual communication",2009,"Vigo International Journal of Applied Linguistics",6,"1",,89,107,,17,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950750925&partnerID=40&md5=c22d588f2d8584a64e440199d5ac01da",Review,Final,,Scopus,2-s2.0-77950750925
"Hilpert, M.","25521805800","The German mit-predicative construction",2009,"Constructions and Frames",1,"1",,29,55,,6,10.1075/cf.1.1.03hil,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950749868&partnerID=40&md5=3c99d3415aed4f6e4246e8f158ee8e08",Review,Final,,Scopus,2-s2.0-77950749868
"Her, O.-S.","6504322368","Unifying the long passive and the short passive: On the Bei construction in Taiwan Mandarin",2009,"Language and Linguistics",10,"3",,421,470,,12,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950748097&partnerID=40&md5=51322995ae27f1991fdef727036e2f91",Article,Final,,Scopus,2-s2.0-77950748097
"Romero-Fresco, P.","36675476200","More haste less speed: Edited versus verbatim respoken subtitles",2009,"Vigo International Journal of Applied Linguistics",6,"1",,109,133,,45,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950747780&partnerID=40&md5=4c5b294efc3e9593c7f5c9e7cff3b6f9",Review,Final,,Scopus,2-s2.0-77950747780
"Chiaro, D.","26038050300","Italians doing it on the web: Translating and selling Italianness",2009,"Vigo International Journal of Applied Linguistics",6,"1",,33,49,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950747610&partnerID=40&md5=2ecddaedc21ae881882fa3c21435194c",Review,Final,,Scopus,2-s2.0-77950747610
"Verhagen, A.","23977338800","The conception of constructions as complex signs: Emergence of structure and reduction to usage",2009,"Constructions and Frames",1,"1",,119,152,,17,10.1075/cf.1.1.06ver,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950747408&partnerID=40&md5=38805eddc3f6d53c2bdc431468c6a585",Article,Final,,Scopus,2-s2.0-77950747408
"Coblin, W.S.","26121022400","Retroflex initials in the history of Southern Guanhul phonology",2009,"Cahiers de Linguistique d'Asie Orientale",38,"1",,125,162,,1,10.1163/1960602809X00081,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950744095&partnerID=40&md5=8ae54231bcc8bf544dda2e8faef7b736",Article,Final,,Scopus,2-s2.0-77950744095
"Suzuki, H., Mtshomo, T.","57202259091; 55340109300","Preliminary analysis of the phonological history of melung tibetan",2009,"Language and Linguistics",10,"3",,521,537,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950743754&partnerID=40&md5=e22b6708879cc779168de9c3c2d9db96",Review,Final,,Scopus,2-s2.0-77950743754
"Speelman, D., Tummers, J., Geeraerts, D.","23490476900; 26322944100; 15026332500","Lexical patterning in a Construction Grammar: The effect of lexical co-occurrence patterns on the inflectional variation in Dutch attributive adjectives",2009,"Constructions and Frames",1,"1",,87,118,,6,10.1075/cf.1.1.05spe,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950742473&partnerID=40&md5=07a50c10a3c46ee4f2cba0e0dc5a9c1c",Article,Final,,Scopus,2-s2.0-77950742473
"Panther, K.-U., Thornburg, L.L.","24384416500; 35859999600","From syntactic coordination to conceptual modification: The case of the nice and Adj construction",2009,"Constructions and Frames",1,"1",,56,86,,7,10.1075/cf.1.1.04pan,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950741909&partnerID=40&md5=7d22e6c8ff1e2d3b5f5fc82d61b86b98",Article,Final,,Scopus,2-s2.0-77950741909
"Hill, N.W.","35519728500","Review of handbook of Proto-Tibeto-Burman: System and philosophy of Sino-Tibetan reconstruction: By James A. Matisoff. Berkeley: University of California Press, 2003",2009,"Language and Linguistics",10,"1",,173,195,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950721793&partnerID=40&md5=f5a3bfdd371cb8117a6d559eb675649e",Review,Final,,Scopus,2-s2.0-77950721793
"Liu, H.","37041590400","The acquisition of mandarin aspects and modals: Evidence from the acquisition of negation",2009,"Language and Linguistics",10,"1",,133,160,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950721567&partnerID=40&md5=d564707b1b0c4568335295cf1b65b6a6",Article,Final,,Scopus,2-s2.0-77950721567
"Chiang, M.-H.","55340199700","Review of a synchronic and diachronic study of the grammar of the Chinese Xiang Dialects: By Yunji Wu. Berlin: Mouton de Gruyter, 2005",2009,"Language and Linguistics",10,"1",,197,204,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950710440&partnerID=40&md5=0479d5d8f02bf6edf216cd0e6995f30e",Review,Final,,Scopus,2-s2.0-77950710440
"Zhuo, J.-S., Tao, H.","55339730200; 7202328015","The Mandarin disposal constructions: Usage and development",2009,"Language and Linguistics",10,"1",,29,58,,7,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950698001&partnerID=40&md5=43dc323183e47ce36b5faafbb0746dc8",Article,Final,,Scopus,2-s2.0-77950698001
"Jacques, G.","26034075400","The origin of vowel alternations in the Tangut verb",2009,"Language and Linguistics",10,"1",,17,27,,12,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950693327&partnerID=40&md5=c3f1bc1452fbb57ca37035564c8bd523",Article,Final,,Scopus,2-s2.0-77950693327
"Czaplicki, B.","26429045400","Non-teleological approaches to metathesis: Evidence from dialects of Polish",2009,"Poznan Studies in Contemporary Linguistics",45,"3",,353,367,,4,10.2478/v10010-009-0020-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950433205&partnerID=40&md5=668d6bf54bfa287f753bcee0e70252d5",Article,Final,,Scopus,2-s2.0-77950433205
"Nakazawa, T.","35776906600","A typology of the path of deictic motion verbs as path-conflating verbs: The entailment of arrival and the deictic center",2009,"Poznan Studies in Contemporary Linguistics",45,"3",,385,403,,2,10.2478/v10010-009-0022-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950425901&partnerID=40&md5=a87e977965ac05a0e34daa00f5300ba8",Review,Final,,Scopus,2-s2.0-77950425901
"Kokorniak, I.","35776657900","The adessive case in Polish: A cognitive perspective on some locative prepositions",2009,"Poznan Studies in Contemporary Linguistics",45,"3",,369,383,,1,10.2478/v10010-009-0021-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950410250&partnerID=40&md5=5607d5ec589ab202841240cc671e90e6",Review,Final,,Scopus,2-s2.0-77950410250
"Orešnik, J.","35776892900","Transitivity in natural syntax: Accusative languages",2009,"Poznan Studies in Contemporary Linguistics",45,"3",,405,446,,2,10.2478/v10010-009-0023-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950400119&partnerID=40&md5=63405700eb09fc5562f7b0cdeb5bcefb",Review,Final,,Scopus,2-s2.0-77950400119
"Adamczyk, E.","38261107100","Evolution of Germanie nominal inflection: The case of west Germanic Kinship terms",2009,"Sprachwissenschaft",34,"4",,399,433,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950257305&partnerID=40&md5=f92fb366d9fa2bac453a02829faa10e6",Article,Final,,Scopus,2-s2.0-77950257305
"Moyna, M.I.","6508087991","Back at the rancho: Language maintenance and shift among Spanish speakers in post-annexation California (1848-1900)",2009,"Revista Internacional de Linguistica Iberoamericana",7,"2",,165,184,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949478753&partnerID=40&md5=ea76f68ec966899636243b0b84b30a2a",Article,Final,,Scopus,2-s2.0-77949478753
"Zondo, J.","35747744900","Affirming verb lexemes in a practical Ndebele dictionary and in Isichazamazwi SesiNdebele: The case of -wa verbs",2009,"Lexikos",19,"SUPPL.",,166,174,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949477072&partnerID=40&md5=a095ddaa7e09e0b47900f891f05cea59",Review,Final,,Scopus,2-s2.0-77949477072
"Bullock, B.E., Toribio, A.J.","15057543900; 6506472024","Reconsidering Dominican Spanish: Data from the rural Cibao",2009,"Revista Internacional de Linguistica Iberoamericana",7,"2",,49,73,,12,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949474370&partnerID=40&md5=066a20fe22dc8f1ff08698e55ac99472",Article,Final,,Scopus,2-s2.0-77949474370
"Lynch, A.","35947425200","Expression of cultural standing in Miami: Cuban Spanish discourse about Fidel Castro and Cuba",2009,"Revista Internacional de Linguistica Iberoamericana",7,"2",,21,48,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949466017&partnerID=40&md5=e13d70782903eb53947829d9283bacac",Article,Final,,Scopus,2-s2.0-77949466017
"Mheta, G., Kadenge, M.","26034293100; 35746493600","Duramazwi reDudziramutauro neUvaranomwe against the background of Shona Lexicography",2009,"Lexikos",19,"SUPPL.",,134,143,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949437487&partnerID=40&md5=10753c66ff7f9c731535eff4212fe08b",Review,Final,,Scopus,2-s2.0-77949437487
"Aldezabal, I., Aranzabe, M.J., Arriola, J.M., Diaz De Ilarraza, A.","56288553800; 38260991900; 57213237308; 22333415200","Syntactic annotation in the reference corpus for the processing of Basque (EPEC): Theoretical and practical issues",2009,"Corpus Linguistics and Linguistic Theory",5,"2",,241,269,,3,10.1515/CLLT.2009.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949422528&partnerID=40&md5=cf7a48808c4edf3e954988d9b523b85f",Article,Final,,Scopus,2-s2.0-77949422528
"Kösling, K., Plag, I.","38261690100; 7801463099","Does branching direction determine prominence assignment? An empirical investigation of triconstituent compounds in English",2009,"Corpus Linguistics and Linguistic Theory",5,"2",,201,239,,8,10.1515/CLLT.2009.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949411291&partnerID=40&md5=b681106f66838aae089d6a9855a1c8a9",Article,Final,,Scopus,2-s2.0-77949411291
"Fischer, S.D.","7402171657","Verb inflections in American Sign Language and their acquisition by the deaf child",2009,"Sign Language and Linguistics (Online)",12,"2",,190,198,,,10.1075/sl&l.12.2.04fis,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949368092&partnerID=40&md5=9a245aa4463a87eeeaa2bb4373115a5c",Article,Final,,Scopus,2-s2.0-77949368092
"Mollin, S.","35088581500","Combining corpus linguistic and psychological data on word co-occurrences: Corpus collocates versus word associations",2009,"Corpus Linguistics and Linguistic Theory",5,"2",,175,200,,26,10.1515/CLLT.2009.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949360271&partnerID=40&md5=9da232d9bfccceaa862e1f9b6d059e8a",Article,Final,,Scopus,2-s2.0-77949360271
"Teich, E., Holtz, M.","9536548100; 35731231600","Scientific registers in contact: An exploration of the lexico-grammatical properties of interdisciplinary discourses",2009,"International Journal of Corpus Linguistics",14,"4",,524,548,,6,10.1075/ijcl.14.4.04tei,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77749344715&partnerID=40&md5=2dabd3b67837b8eb80e10c5f471a8d21",Article,Final,,Scopus,2-s2.0-77749344715
"Fischer-Starcke, B.","35731330300","Keywords and frequent phrases of Jane Austen's Pride and Prejudice: A corpus-stylistic analysis",2009,"International Journal of Corpus Linguistics",14,"4",,492,523,,16,10.1075/ijcl.14.4.03fis,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77749337743&partnerID=40&md5=2526ef4527c0a32c2f642eee598bd256",Article,Final,,Scopus,2-s2.0-77749337743
"Gu, Y.","14022788700","From real-life situated discourse to video-stream data-mining: An argument for agent-oriented modeling for multimodal corpus compilation",2009,"International Journal of Corpus Linguistics",14,"4",,433,466,,6,10.1075/ijcl.14.4.01gu,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77749305189&partnerID=40&md5=2e38db624d05ea14681c18dd68753dac",Article,Final,,Scopus,2-s2.0-77749305189
"Williams, L.","55416516300","Sociolinguistic variation in French computer-mediated communication: A variable rule analysis of the negative particle ne",2009,"International Journal of Corpus Linguistics",14,"4",,467,491,,7,10.1075/ijcl.14.4.02wil,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77749305182&partnerID=40&md5=c186ec0cad5276a6483079e263cbfdac",Article,Final,,Scopus,2-s2.0-77749305182
"Bednarek, M.","7006728926","Language patterns and attitude",2009,"Functions of Language",16,"2",,165,192,,37,10.1075/fol.16.2.01bed,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77749292186&partnerID=40&md5=46fcad012e83abe296e7c4938f56abd3",Review,Final,,Scopus,2-s2.0-77749292186
"Goddard, C.","7005393608","The conceptual semantics of numbers and counting: An NSM analysis",2009,"Functions of Language",16,"2",,193,224,,7,10.1075/fol.16.2.02god,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77749286122&partnerID=40&md5=749492443928872d0b4a6a208aea43ea",Article,Final,,Scopus,2-s2.0-77749286122
"Muntigl, P.","6507995781","Knowledge moves in conversational exchanges: Revisiting the concept of primary vs. secondary knowers",2009,"Functions of Language",16,"2",,225,263,,7,10.1075/fol.16.2.03mun,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77749246455&partnerID=40&md5=6bcebf179001449c2ac303b74c8b2bd7",Review,Final,,Scopus,2-s2.0-77749246455
"Alderete, J., Kochetov, A.","24334222300; 7006026170","Japanese mimetic palatalisation revisited: Implications for conflicting directionality",2009,"Phonology",26,"3",,369,388,,10,10.1017/S0952675709990212,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77649334669&partnerID=40&md5=639d35aba5cfd4ecf660d6c27e8033a8",Review,Final,,Scopus,2-s2.0-77649334669
"Kurisu, K.","8671939100","Palatalisability via feature compatibility",2009,"Phonology",26,"3",,437,475,,6,10.1017/S0952675709990236,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77649306488&partnerID=40&md5=69f4c7b94c4c89e3b869265c95d1e68b",Review,Final,,Scopus,2-s2.0-77649306488
"Buckley, E.","35858546700","Locality in metrical typology",2009,"Phonology",26,"3",,389,435,,14,10.1017/S0952675709990224,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77649305005&partnerID=40&md5=ea9f1341e6b28a61ccd39a81d53a84be",Review,Final,,Scopus,2-s2.0-77649305005
"Sugahara, M., Turk, A.","14021950300; 7005687254","Durational correlates of English sublexical constituent structure",2009,"Phonology",26,"3",,477,524,,15,10.1017/S0952675709990248,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77649278848&partnerID=40&md5=5cb0e07731b19d2e85b39c2ca53bcbfc",Review,Final,,Scopus,2-s2.0-77649278848
"Baroni, M., Guevara, E., Zamparelli, R.","35112713500; 35724138800; 55817552864","The dual nature of Deverbal Nominal Constructions: Evidence from acceptability ratings and corpus analysis",2009,"Corpus Linguistics and Linguistic Theory",5,"1",,27,60,,9,10.1515/CLLT.2009.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77649224794&partnerID=40&md5=1f213f20ea1c326c3bdbf173cfbfac1f",Article,Final,,Scopus,2-s2.0-77649224794
"Nordquist, D.","35724743600","Investigating elicited data from a usage-based perspective",2009,"Corpus Linguistics and Linguistic Theory",5,"1",,105,130,,5,10.1515/CLLT.2009.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77649224407&partnerID=40&md5=b892c60d54b5133a170ee14348eaf753",Review,Final,,Scopus,2-s2.0-77649224407
"Ellis, N.C., Simpson-Vlach, R.","35564445700; 25230839300","Formulaic language in native speakers: Triangulating psycholinguistics, corpus linguistics, and education",2009,"Corpus Linguistics and Linguistic Theory",5,"1",,61,78,,46,10.1515/CLLT.2009.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77649222999&partnerID=40&md5=43fc5dda01642af7b9d2959d9de45672",Article,Final,,Scopus,2-s2.0-77649222999
"Demonte, V., Fernández-Soriano, O.","6504748213; 26538618500","Force and finiteness in the Spanish complementizer system",2009,"Probus",21,"1",,23,49,,33,10.1515/prbs.2009.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77649221601&partnerID=40&md5=92f6ad1465d2b117beeb2db59968f931",Review,Final,,Scopus,2-s2.0-77649221601
"Wulff, S.","25957843600","Converging evidence from corpus and experimental data to capture idiomaticity",2009,"Corpus Linguistics and Linguistic Theory",5,"1",,131,159,,9,10.1515/CLLT.2009.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77649213748&partnerID=40&md5=133883df1fa29d2e27e041030a327838",Article,Final,,Scopus,2-s2.0-77649213748
"Authier, J.-M., Reed, L.A.","12808053100; 25123024500","French Tough-movement revisited",2009,"Probus",21,"1",,1,21,,3,10.1515/prbs.2009.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77649209534&partnerID=40&md5=41ed2123e112a2ff70a04dabd61a7bbb",Review,Final,,Scopus,2-s2.0-77649209534
"Gilquin, G., Gries, S.Th.","56157122100; 6506805674","Corpora and experimental methods: A state-of-the-art review",2009,"Corpus Linguistics and Linguistic Theory",5,"1",,1,26,,71,10.1515/CLLT.2009.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77649208220&partnerID=40&md5=b2329dfd0cbb599a0b099d7f2c594557",Review,Final,,Scopus,2-s2.0-77649208220
"McGee, I.","24765437800","Adjective-noun collocations in elicited and corpus data: Similarities, differences, and the whys and wherefores",2009,"Corpus Linguistics and Linguistic Theory",5,"1",,79,103,,9,10.1515/CLLT.2009.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77649205174&partnerID=40&md5=e345e80332b0640220b77913f5257e00",Article,Final,,Scopus,2-s2.0-77649205174
"Grinstead, J., Spinner, P.","57197253498; 25655595700","The clausal left periphery in child Spanish and German",2009,"Probus",21,"1",,51,82,,5,10.1515/prbs.2009.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77649194861&partnerID=40&md5=a87e8a3fb0d00c94393bf4d911ec804f",Article,Final,,Scopus,2-s2.0-77649194861
"Blust, R.","8045200100","Palauan historical phonology: Whence the intrusive velar nasal?",2009,"Oceanic Linguistics",48,"2",,307,336,,6,10.1353/ol.0.0043,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77349088329&partnerID=40&md5=b6d97e7dde22486b9e064c3a5520d146",Article,Final,,Scopus,2-s2.0-77349088329
"Wu, H.-H.I.","35575365200","Existential constructions in Isbukun Bunun",2009,"Oceanic Linguistics",48,"2",,364,378,,2,10.1353/ol.0.0052,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77249170831&partnerID=40&md5=e0df3040075b035f818f736846a427c4",Article,Final,,Scopus,2-s2.0-77249170831
"Corradini, R.","35572746700","A Peircian approach to Hiligaynon causatives",2009,"Oceanic Linguistics",48,"2",,337,345,,,10.1353/ol.0.0046,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77249159923&partnerID=40&md5=97355265d23d7827491500186f76bfe5",Article,Final,,Scopus,2-s2.0-77249159923
"Blevins, J.","15749856800","Low vowel dissimilation outside of oceanic: The case of alamblak",2009,"Oceanic Linguistics",48,"2",,477,483,,3,10.1353/ol.0.0045,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77249158421&partnerID=40&md5=c1c06a7a36b72b89e24ca93809fa5cd4",Article,Final,,Scopus,2-s2.0-77249158421
"Engh, J.","35572903200","Defective documentation. International linguistics and modern Norwegian",2009,"Folia Linguistica",43,"2",,269,310,,,10.1515/FLIN.2009.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77249150995&partnerID=40&md5=1f4befb655454a17ba384e1acc686579",Article,Final,,Scopus,2-s2.0-77249150995
"Lobel, J.W., Riwarung, L.H.S.","8270363100; 35574829100","Maranao revisited: An overlooked consonant contrast and its implications for lexicography and grammar",2009,"Oceanic Linguistics",48,"2",,403,438,,4,10.1353/ol.0.0040,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77249148384&partnerID=40&md5=2630308bf6b99c59930a8757c589a946",Article,Final,,Scopus,2-s2.0-77249148384
"Hanić, J.","38261146300","Prefixes and prototypes: Contrasting the English verbal prefix un- and Bosnian raz-",2009,"Jezikoslovlje",10,"2",,153,181,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77249145894&partnerID=40&md5=ce1707b3705df6d532905fd2aeb7e4ea",Article,Final,,Scopus,2-s2.0-77249145894
"Sato, H.","56291316000","Possessive nominalization in Kove",2009,"Oceanic Linguistics",48,"2",,346,363,,2,10.1353/ol.0.0049,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77249144401&partnerID=40&md5=4d9b000ecba40e05b4cfb70cd5e31b20",Article,Final,,Scopus,2-s2.0-77249144401
"Hajek, J.","55833184800","Labiodental m in Drubea",2009,"Oceanic Linguistics",48,"2",,484,487,,,10.1353/ol.0.0048,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77249141086&partnerID=40&md5=8e1bd9dd1d0c2cfea3c17dc1b22930b6",Article,Final,,Scopus,2-s2.0-77249141086
"Ghesquière, L.","35573317300","From determining to emphasizing meanings: The adjectives of specificity",2009,"Folia Linguistica",43,"2",,311,343,,15,10.1515/FLIN.2009.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77249140562&partnerID=40&md5=85a2658a10ade27813ed6fbc45abd1e9",Article,Final,,Scopus,2-s2.0-77249140562
"Ježek, E., Ramat, P.","35573787800; 14322249800","On parts-of-speech transcategorization",2009,"Folia Linguistica",43,"2",,391,416,,12,10.1515/FLIN.2009.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77249137806&partnerID=40&md5=906f24d2d02f51b08cd0e712b6a94df2",Article,Final,,Scopus,2-s2.0-77249137806
"Chang, H.Y.","56133915900","Adverbial verbs and adverbial compounds in Tsou: A syntactic analysis",2009,"Oceanic Linguistics",48,"2",,439,476,,10,10.1353/ol.0.0042,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77249129800&partnerID=40&md5=d19a79820b6e542085eaab18c4933692",Article,Final,,Scopus,2-s2.0-77249129800
"Tribushinina, E.","24437455700","The linguistics of zero: A cognitive reference point or a phantom?",2009,"Folia Linguistica",43,"2",,417,461,,8,10.1515/FLIN.2009.012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77249122190&partnerID=40&md5=324c083f31c3be9db1ead36a7b941263",Article,Final,,Scopus,2-s2.0-77249122190
"Jendraschek, G.","26325555900","Origin and development of the Iatmul focus construction: Subordination, desubordination, resubordination",2009,"Folia Linguistica",43,"2",,345,390,,4,10.1515/FLIN.2009.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77249110777&partnerID=40&md5=117fa72a34566fa976945983f5433236",Article,Final,,Scopus,2-s2.0-77249110777
"Lichtenberk, F.","8554546800","Oceanic possessive classifiers",2009,"Oceanic Linguistics",48,"2",,379,402,,6,10.1353/ol.0.0054,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77249099833&partnerID=40&md5=4ec4f83e227e107acdbbe0d997bba61f",Article,Final,,Scopus,2-s2.0-77249099833
"Viti, C.","7003897508","Pragmatic implications of head and dependent marking",2009,"Folia Linguistica",43,"2",,463,485,,,10.1515/FLIN.2009.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77249095433&partnerID=40&md5=d76a764fab110cacbee344e5975fb454",Article,Final,,Scopus,2-s2.0-77249095433
"Sánchez-Martí, J.","15053762400","The textual transition of the middle English verse romances from manuscript to print: A case study",2009,"Neuphilologische Mitteilungen",110,"4",,497,525,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77049097661&partnerID=40&md5=f2f2eb6e3cabaab2577a06cbf8655f2b",Article,Final,,Scopus,2-s2.0-77049097661
"Sairio, A.","38261515800","Language and letters of the bluestocking network. Sociolinguistic issues in eighteenth-century epistolary English",2009,"Neuphilologische Mitteilungen",110,"4",,526,528,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77049092772&partnerID=40&md5=cafb639da0c0200c54de9c450d70df21",Article,Final,,Scopus,2-s2.0-77049092772
"Nelson, M.","25123132700","Prefacing and praising: Two functions of ""hearing"" formulas in the Beowulf story",2009,"Neuphilologische Mitteilungen",110,"4",,487,495,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77049085970&partnerID=40&md5=3650a6ba74bde00fe1b557af9fa4ddef",Review,Final,,Scopus,2-s2.0-77049085970
"Costa, J., Lobo, M., Silva, C.","35486838900; 35488102600; 35489190200","Null objects and early pragmatics in the acquisition of European Portuguese",2009,"Probus",21,"2",,143,162,,12,10.1515/prbs.2009.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-76749169527&partnerID=40&md5=7cf3c5b5b117b18e71a5c6b3d01bedf3",Review,Final,,Scopus,2-s2.0-76749169527
"Gallego, Á.J.","20433467200","Defective C-T in romance",2009,"Probus",21,"2",,163,216,,7,10.1515/prbs.2009.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-76749145198&partnerID=40&md5=57d9c54a2f027cb477dbd661d1c2d91a",Review,Final,,Scopus,2-s2.0-76749145198
